tanggal,komoditas,lokasi,harga
2026-07-29,Beras Muncul I,Rata-rata DKI Jakarta,15922
2026-07-29,Beras IR 42/Pera,Rata-rata DKI Jakarta,16591
2026-07-29,Beras Setra I/Premium,Rata-rata DKI Jakarta,17053
2026-07-29,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21850
2026-07-29,Cabe Merah Keriting,Rata-rata DKI Jakarta,44741
2026-07-29,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,46717
2026-07-29,Cabe Rawit Merah,Rata-rata DKI Jakarta,56521
2026-07-29,Cabe Rawit Hijau,Rata-rata DKI Jakarta,56481
2026-07-29,Bawang Merah,Rata-rata DKI Jakarta,45433
2026-07-29,Bawang Putih,Rata-rata DKI Jakarta,43288
2026-07-29,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,154083
2026-07-29,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148479
2026-07-29,Ayam Broiler/Ras,Rata-rata DKI Jakarta,44355
2026-07-29,Telur Ayam Ras,Rata-rata DKI Jakarta,27100
2026-07-29,Gula Pasir,Rata-rata DKI Jakarta,18595
2026-07-29,Tepung Terigu,Rata-rata DKI Jakarta,11250
2026-07-29,Garam Dapur,Rata-rata DKI Jakarta,4192
2026-07-29,Kentang (sedang),Rata-rata DKI Jakarta,18817
2026-07-29,Tomat Buah,Rata-rata DKI Jakarta,17290
2026-07-29,Kelapa Kupas,Rata-rata DKI Jakarta,14433
2026-07-29,Semangka,Rata-rata DKI Jakarta,13758
2026-07-29,Jeruk Medan,Rata-rata DKI Jakarta,31050
2026-07-29,Daging Kambing,Rata-rata DKI Jakarta,152250
2026-07-29,Daging Babi Berlemak,Rata-rata DKI Jakarta,103111
2026-07-29,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,43319
2026-07-29,Ikan Mas,Rata-rata DKI Jakarta,43700
2026-07-29,Ikan Lele,Rata-rata DKI Jakarta,27850
2026-07-29,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20533
2026-07-29,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-07-29,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,46667
2026-07-29,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13078
2026-07-29,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11500
2026-07-29,Margarin Blueband Cup,Rata-rata DKI Jakarta,18117
2026-07-29,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10667
2026-07-29,Beras Medium,Rata-rata DKI Jakarta,14500
2026-07-29,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18834
2026-07-29,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22750
2026-07-29,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17879
2026-07-29,Daging Sapi,Rata-rata DKI Jakarta,149444
2026-07-29,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,38542
2026-07-29,Ikan Kembung,Rata-rata DKI Jakarta,45000
2026-07-29,Kacang Kedelai,Rata-rata DKI Jakarta,18556
2026-07-31,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15693
2026-07-31,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14627
2026-07-31,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13912
2026-07-31,Beras Muncul I,Rata-rata DKI Jakarta,15922
2026-07-31,Beras IR 42/Pera,Rata-rata DKI Jakarta,16410
2026-07-31,Beras Setra I/Premium,Rata-rata DKI Jakarta,16786
2026-07-31,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21235
2026-07-31,Cabe Merah Keriting,Rata-rata DKI Jakarta,45286
2026-07-31,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,44667
2026-07-31,Cabe Rawit Merah,Rata-rata DKI Jakarta,54855
2026-07-31,Cabe Rawit Hijau,Rata-rata DKI Jakarta,54921
2026-07-31,Bawang Merah,Rata-rata DKI Jakarta,43800
2026-07-31,Bawang Putih,Rata-rata DKI Jakarta,42998
2026-07-31,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,152017
2026-07-31,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,147309
2026-07-31,Ayam Broiler/Ras,Rata-rata DKI Jakarta,43009
2026-07-31,Telur Ayam Ras,Rata-rata DKI Jakarta,26969
2026-07-31,Gula Pasir,Rata-rata DKI Jakarta,18538
2026-07-31,Tepung Terigu,Rata-rata DKI Jakarta,11117
2026-07-31,Garam Dapur,Rata-rata DKI Jakarta,4644
2026-07-31,Kentang (sedang),Rata-rata DKI Jakarta,18621
2026-07-31,Tomat Buah,Rata-rata DKI Jakarta,17567
2026-07-31,Kelapa Kupas,Rata-rata DKI Jakarta,14533
2026-07-31,Semangka,Rata-rata DKI Jakarta,13692
2026-07-31,Jeruk Medan,Rata-rata DKI Jakarta,30467
2026-07-31,Daging Kambing,Rata-rata DKI Jakarta,152900
2026-07-31,Daging Babi Berlemak,Rata-rata DKI Jakarta,103111
2026-07-31,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,43786
2026-07-31,Ikan Mas,Rata-rata DKI Jakarta,42300
2026-07-31,Ikan Lele,Rata-rata DKI Jakarta,30533
2026-07-31,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20533
2026-07-31,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-07-31,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,48000
2026-07-31,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,12973
2026-07-31,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11800
2026-07-31,Margarin Blueband Cup,Rata-rata DKI Jakarta,17590
2026-07-31,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10283
2026-07-31,Beras Medium,Rata-rata DKI Jakarta,13500
2026-07-31,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18792
2026-07-31,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22875
2026-07-31,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17575
2026-07-31,Daging Sapi,Rata-rata DKI Jakarta,149444
2026-07-31,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,39479
2026-07-31,Ikan Kembung,Rata-rata DKI Jakarta,45625
2026-07-31,Kacang Kedelai,Rata-rata DKI Jakarta,16556
2026-08-01,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15495
2026-08-01,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14528
2026-08-01,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13892
2026-08-01,Beras Muncul I,Rata-rata DKI Jakarta,15333
2026-08-01,Beras IR 42/Pera,Rata-rata DKI Jakarta,16547
2026-08-01,Beras Setra I/Premium,Rata-rata DKI Jakarta,16583
2026-08-01,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21187
2026-08-01,Cabe Merah Keriting,Rata-rata DKI Jakarta,49457
2026-08-01,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,55333
2026-08-01,Cabe Rawit Merah,Rata-rata DKI Jakarta,57448
2026-08-01,Cabe Rawit Hijau,Rata-rata DKI Jakarta,56238
2026-08-01,Bawang Merah,Rata-rata DKI Jakarta,45982
2026-08-01,Bawang Putih,Rata-rata DKI Jakarta,43477
2026-08-01,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,153167
2026-08-01,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148143
2026-08-01,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42438
2026-08-01,Telur Ayam Ras,Rata-rata DKI Jakarta,27163
2026-08-01,Gula Pasir,Rata-rata DKI Jakarta,18662
2026-08-01,Tepung Terigu,Rata-rata DKI Jakarta,11223
2026-08-01,Garam Dapur,Rata-rata DKI Jakarta,4223
2026-08-01,Kentang (sedang),Rata-rata DKI Jakarta,19573
2026-08-01,Tomat Buah,Rata-rata DKI Jakarta,17673
2026-08-01,Kelapa Kupas,Rata-rata DKI Jakarta,13733
2026-08-01,Semangka,Rata-rata DKI Jakarta,13521
2026-08-01,Jeruk Medan,Rata-rata DKI Jakarta,33317
2026-08-01,Daging Kambing,Rata-rata DKI Jakarta,151667
2026-08-01,Daging Babi Berlemak,Rata-rata DKI Jakarta,106444
2026-08-01,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,41986
2026-08-01,Ikan Mas,Rata-rata DKI Jakarta,41537
2026-08-01,Ikan Lele,Rata-rata DKI Jakarta,30792
2026-08-01,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20625
2026-08-01,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-08-01,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,53333
2026-08-01,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13459
2026-08-01,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11583
2026-08-01,Margarin Blueband Cup,Rata-rata DKI Jakarta,17967
2026-08-01,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10850
2026-08-01,Beras Medium,Rata-rata DKI Jakarta,14000
2026-08-01,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18889
2026-08-01,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22167
2026-08-01,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17056
2026-08-01,Daging Sapi,Rata-rata DKI Jakarta,150000
2026-08-01,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,41875
2026-08-01,Ikan Kembung,Rata-rata DKI Jakarta,45834
2026-08-01,Kacang Kedelai,Rata-rata DKI Jakarta,15667
2026-08-02,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15595
2026-08-02,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14108
2026-08-02,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13600
2026-08-02,Beras Muncul I,Rata-rata DKI Jakarta,15667
2026-08-02,Beras IR 42/Pera,Rata-rata DKI Jakarta,16587
2026-08-02,Beras Setra I/Premium,Rata-rata DKI Jakarta,16817
2026-08-02,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21627
2026-08-02,Cabe Merah Keriting,Rata-rata DKI Jakarta,48191
2026-08-02,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,50667
2026-08-02,Cabe Rawit Merah,Rata-rata DKI Jakarta,56981
2026-08-02,Cabe Rawit Hijau,Rata-rata DKI Jakarta,56833
2026-08-02,Bawang Merah,Rata-rata DKI Jakarta,44962
2026-08-02,Bawang Putih,Rata-rata DKI Jakarta,43471
2026-08-02,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,146550
2026-08-02,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,147809
2026-08-02,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42181
2026-08-02,Telur Ayam Ras,Rata-rata DKI Jakarta,27009
2026-08-02,Gula Pasir,Rata-rata DKI Jakarta,18845
2026-08-02,Tepung Terigu,Rata-rata DKI Jakarta,11583
2026-08-02,Garam Dapur,Rata-rata DKI Jakarta,4967
2026-08-02,Kentang (sedang),Rata-rata DKI Jakarta,19400
2026-08-02,Tomat Buah,Rata-rata DKI Jakarta,17505
2026-08-02,Kelapa Kupas,Rata-rata DKI Jakarta,14667
2026-08-02,Semangka,Rata-rata DKI Jakarta,14967
2026-08-02,Jeruk Medan,Rata-rata DKI Jakarta,33067
2026-08-02,Daging Kambing,Rata-rata DKI Jakarta,153000
2026-08-02,Daging Babi Berlemak,Rata-rata DKI Jakarta,104778
2026-08-02,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,41786
2026-08-02,Ikan Mas,Rata-rata DKI Jakarta,42517
2026-08-02,Ikan Lele,Rata-rata DKI Jakarta,30700
2026-08-02,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20625
2026-08-02,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-08-02,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,57500
2026-08-02,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13903
2026-08-02,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,12067
2026-08-02,Margarin Blueband Cup,Rata-rata DKI Jakarta,17267
2026-08-02,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10483
2026-08-02,Beras Medium,Rata-rata DKI Jakarta,14000
2026-08-02,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18917
2026-08-02,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22125
2026-08-02,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,18542
2026-08-02,Daging Sapi,Rata-rata DKI Jakarta,150000
2026-08-02,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,39167
2026-08-02,Ikan Kembung,Rata-rata DKI Jakarta,46667
2026-08-02,Kacang Kedelai,Rata-rata DKI Jakarta,20334
2026-08-03,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15524
2026-08-03,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14237
2026-08-03,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13647
2026-08-03,Beras Muncul I,Rata-rata DKI Jakarta,15833
2026-08-03,Beras IR 42/Pera,Rata-rata DKI Jakarta,15751
2026-08-03,Beras Setra I/Premium,Rata-rata DKI Jakarta,16183
2026-08-03,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21238
2026-08-03,Cabe Merah Keriting,Rata-rata DKI Jakarta,46229
2026-08-03,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,48833
2026-08-03,Cabe Rawit Merah,Rata-rata DKI Jakarta,55552
2026-08-03,Cabe Rawit Hijau,Rata-rata DKI Jakarta,55067
2026-08-03,Bawang Merah,Rata-rata DKI Jakarta,44467
2026-08-03,Bawang Putih,Rata-rata DKI Jakarta,42600
2026-08-03,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,148800
2026-08-03,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,146309
2026-08-03,Ayam Broiler/Ras,Rata-rata DKI Jakarta,41929
2026-08-03,Telur Ayam Ras,Rata-rata DKI Jakarta,26612
2026-08-03,Gula Pasir,Rata-rata DKI Jakarta,18625
2026-08-03,Tepung Terigu,Rata-rata DKI Jakarta,11703
2026-08-03,Garam Dapur,Rata-rata DKI Jakarta,5729
2026-08-03,Kentang (sedang),Rata-rata DKI Jakarta,19315
2026-08-03,Tomat Buah,Rata-rata DKI Jakarta,17802
2026-08-03,Kelapa Kupas,Rata-rata DKI Jakarta,14470
2026-08-03,Semangka,Rata-rata DKI Jakarta,12792
2026-08-03,Jeruk Medan,Rata-rata DKI Jakarta,31750
2026-08-03,Daging Kambing,Rata-rata DKI Jakarta,153400
2026-08-03,Daging Babi Berlemak,Rata-rata DKI Jakarta,104778
2026-08-03,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,44732
2026-08-03,Ikan Mas,Rata-rata DKI Jakarta,39208
2026-08-03,Ikan Lele,Rata-rata DKI Jakarta,30792
2026-08-03,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20625
2026-08-03,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-08-03,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,54667
2026-08-03,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13369
2026-08-03,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11833
2026-08-03,Margarin Blueband Cup,Rata-rata DKI Jakarta,17957
2026-08-03,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10430
2026-08-03,Beras Medium,Rata-rata DKI Jakarta,13500
2026-08-03,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18750
2026-08-03,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22792
2026-08-03,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17325
2026-08-03,Daging Sapi,Rata-rata DKI Jakarta,149444
2026-08-03,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,40000
2026-08-03,Ikan Kembung,Rata-rata DKI Jakarta,50139
2026-08-03,Kacang Kedelai,Rata-rata DKI Jakarta,16556
2026-08-04,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15744
2026-08-04,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14720
2026-08-04,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13844
2026-08-04,Beras Muncul I,Rata-rata DKI Jakarta,15589
2026-08-04,Beras IR 42/Pera,Rata-rata DKI Jakarta,16357
2026-08-04,Beras Setra I/Premium,Rata-rata DKI Jakarta,16778
2026-08-04,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21413
2026-08-04,Cabe Merah Keriting,Rata-rata DKI Jakarta,47562
2026-08-04,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,51967
2026-08-04,Cabe Rawit Merah,Rata-rata DKI Jakarta,57824
2026-08-04,Cabe Rawit Hijau,Rata-rata DKI Jakarta,55701
2026-08-04,Bawang Merah,Rata-rata DKI Jakarta,44785
2026-08-04,Bawang Putih,Rata-rata DKI Jakarta,44118
2026-08-04,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,152583
2026-08-04,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148309
2026-08-04,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42713
2026-08-04,Telur Ayam Ras,Rata-rata DKI Jakarta,26758
2026-08-04,Gula Pasir,Rata-rata DKI Jakarta,18725
2026-08-04,Tepung Terigu,Rata-rata DKI Jakarta,11380
2026-08-04,Garam Dapur,Rata-rata DKI Jakarta,4773
2026-08-04,Kentang (sedang),Rata-rata DKI Jakarta,19270
2026-08-04,Tomat Buah,Rata-rata DKI Jakarta,17653
2026-08-04,Kelapa Kupas,Rata-rata DKI Jakarta,14503
2026-08-04,Semangka,Rata-rata DKI Jakarta,13658
2026-08-04,Jeruk Medan,Rata-rata DKI Jakarta,31550
2026-08-04,Daging Kambing,Rata-rata DKI Jakarta,152833
2026-08-04,Daging Babi Berlemak,Rata-rata DKI Jakarta,104778
2026-08-04,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,43186
2026-08-04,Ikan Mas,Rata-rata DKI Jakarta,42153
2026-08-04,Ikan Lele,Rata-rata DKI Jakarta,30233
2026-08-04,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20533
2026-08-04,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-08-04,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,41000
2026-08-04,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13333
2026-08-04,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11900
2026-08-04,Margarin Blueband Cup,Rata-rata DKI Jakarta,17786
2026-08-04,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10467
2026-08-04,Beras Medium,Rata-rata DKI Jakarta,14000
2026-08-04,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,19125
2026-08-04,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,23125
2026-08-04,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17879
2026-08-04,Daging Sapi,Rata-rata DKI Jakarta,150000
2026-08-04,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,43542
2026-08-04,Ikan Kembung,Rata-rata DKI Jakarta,45000
2026-08-04,Kacang Kedelai,Rata-rata DKI Jakarta,18889
2026-08-05,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15645
2026-08-05,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14175
2026-08-05,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13647
2026-08-05,Beras Muncul I,Rata-rata DKI Jakarta,15917
2026-08-05,Beras IR 42/Pera,Rata-rata DKI Jakarta,15983
2026-08-05,Beras Setra I/Premium,Rata-rata DKI Jakarta,16219
2026-08-05,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21100
2026-08-05,Cabe Merah Keriting,Rata-rata DKI Jakarta,48526
2026-08-05,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,54333
2026-08-05,Cabe Rawit Merah,Rata-rata DKI Jakarta,58343
2026-08-05,Cabe Rawit Hijau,Rata-rata DKI Jakarta,57431
2026-08-05,Bawang Merah,Rata-rata DKI Jakarta,45693
2026-08-05,Bawang Putih,Rata-rata DKI Jakarta,43731
2026-08-05,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,149250
2026-08-05,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,146767
2026-08-05,Ayam Broiler/Ras,Rata-rata DKI Jakarta,42871
2026-08-05,Telur Ayam Ras,Rata-rata DKI Jakarta,26807
2026-08-05,Gula Pasir,Rata-rata DKI Jakarta,18579
2026-08-05,Tepung Terigu,Rata-rata DKI Jakarta,11733
2026-08-05,Garam Dapur,Rata-rata DKI Jakarta,5683
2026-08-05,Kentang (sedang),Rata-rata DKI Jakarta,19467
2026-08-05,Tomat Buah,Rata-rata DKI Jakarta,18331
2026-08-05,Kelapa Kupas,Rata-rata DKI Jakarta,15067
2026-08-05,Semangka,Rata-rata DKI Jakarta,13792
2026-08-05,Jeruk Medan,Rata-rata DKI Jakarta,31750
2026-08-05,Daging Kambing,Rata-rata DKI Jakarta,123950
2026-08-05,Daging Babi Berlemak,Rata-rata DKI Jakarta,104778
2026-08-05,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,43649
2026-08-05,Ikan Mas,Rata-rata DKI Jakarta,40563
2026-08-05,Ikan Lele,Rata-rata DKI Jakarta,30709
2026-08-05,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20625
2026-08-05,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45500
2026-08-05,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,53333
2026-08-05,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13403
2026-08-05,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11867
2026-08-05,Margarin Blueband Cup,Rata-rata DKI Jakarta,17817
2026-08-05,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10467
2026-08-05,Beras Medium,Rata-rata DKI Jakarta,14000
2026-08-05,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18834
2026-08-05,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,22813
2026-08-05,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,17342
2026-08-05,Daging Sapi,Rata-rata DKI Jakarta,139583
2026-08-05,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,40417
2026-08-05,Ikan Kembung,Rata-rata DKI Jakarta,48333
2026-08-05,Kacang Kedelai,Rata-rata DKI Jakarta,20917
2026-08-07,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15775
2026-08-07,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14590
2026-08-07,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13914
2026-08-07,Beras Muncul I,Rata-rata DKI Jakarta,15861
2026-08-07,Beras IR 42/Pera,Rata-rata DKI Jakarta,16680
2026-08-07,Beras Setra I/Premium,Rata-rata DKI Jakarta,16928
2026-08-07,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21700
2026-08-07,Cabe Merah Keriting,Rata-rata DKI Jakarta,46814
2026-08-07,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,52083
2026-08-07,Cabe Rawit Merah,Rata-rata DKI Jakarta,59883
2026-08-07,Cabe Rawit Hijau,Rata-rata DKI Jakarta,55755
2026-08-07,Bawang Merah,Rata-rata DKI Jakarta,44909
2026-08-07,Bawang Putih,Rata-rata DKI Jakarta,43314
2026-08-07,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,152583
2026-08-07,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,148409
2026-08-07,Ayam Broiler/Ras,Rata-rata DKI Jakarta,44205
2026-08-07,Telur Ayam Ras,Rata-rata DKI Jakarta,26607
2026-08-07,Gula Pasir,Rata-rata DKI Jakarta,18695
2026-08-07,Tepung Terigu,Rata-rata DKI Jakarta,11250
2026-08-07,Garam Dapur,Rata-rata DKI Jakarta,4775
2026-08-07,Kentang (sedang),Rata-rata DKI Jakarta,19300
2026-08-07,Tomat Buah,Rata-rata DKI Jakarta,17124
2026-08-07,Kelapa Kupas,Rata-rata DKI Jakarta,14867
2026-08-07,Semangka,Rata-rata DKI Jakarta,13833
2026-08-07,Jeruk Medan,Rata-rata DKI Jakarta,31900
2026-08-07,Daging Kambing,Rata-rata DKI Jakarta,153250
2026-08-07,Daging Babi Berlemak,Rata-rata DKI Jakarta,104778
2026-08-07,Ikan Bandeng (sedang),Rata-rata DKI Jakarta,42952
2026-08-07,Ikan Mas,Rata-rata DKI Jakarta,42483
2026-08-07,Ikan Lele,Rata-rata DKI Jakarta,30533
2026-08-07,Gas Elpiji 3kg,Rata-rata DKI Jakarta,20533
2026-08-07,Susu Bubuk Bendera 400gr,Rata-rata DKI Jakarta,45000
2026-08-07,Susu Bubuk Dancow 400gr,Rata-rata DKI Jakarta,51250
2026-08-07,Susu Kental Bendera 200gr,Rata-rata DKI Jakarta,13286
2026-08-07,Susu Kental Enak 200gr,Rata-rata DKI Jakarta,11900
2026-08-07,Margarin Blueband Cup,Rata-rata DKI Jakarta,17867
2026-08-07,Margarin Blueband Sachet,Rata-rata DKI Jakarta,10600
2026-08-07,Beras Medium,Rata-rata DKI Jakarta,14000
2026-08-07,Gula Pasir Kemasan Premium,Rata-rata DKI Jakarta,18792
2026-08-07,Minyak Goreng Kemasan Premium,Rata-rata DKI Jakarta,23000
2026-08-07,Minyak Goreng MINYAKITA,Rata-rata DKI Jakarta,18600
2026-08-07,Daging Sapi,Rata-rata DKI Jakarta,149444
2026-08-07,Cabe Rawit Ijo Besar,Rata-rata DKI Jakarta,40208
2026-08-07,Ikan Kembung,Rata-rata DKI Jakarta,43750
2026-08-07,Kacang Kedelai,Rata-rata DKI Jakarta,19000
2026-08-10,Beras IR. I (IR 64),Rata-rata DKI Jakarta,15595
2026-08-10,Beras IR. II (IR 64) Ramos,Rata-rata DKI Jakarta,14637
2026-08-10,Beras IR. III (IR 64),Rata-rata DKI Jakarta,13899
2026-08-10,Beras Muncul I,Rata-rata DKI Jakarta,15488
2026-08-10,Beras IR 42/Pera,Rata-rata DKI Jakarta,16148
2026-08-10,Beras Setra I/Premium,Rata-rata DKI Jakarta,16842
2026-08-10,Minyak Goreng (Kuning/Curah),Rata-rata DKI Jakarta,21653
2026-08-10,Cabe Merah Keriting,Rata-rata DKI Jakarta,48621
2026-08-10,Cabe Merah Besar (TW),Rata-rata DKI Jakarta,50800
2026-08-10,Cabe Rawit Merah,Rata-rata DKI Jakarta,58619
2026-08-10,Cabe Rawit Hijau,Rata-rata DKI Jakarta,55009
2026-08-10,Bawang Merah,Rata-rata DKI Jakarta,43977
2026-08-10,Bawang Putih,Rata-rata DKI Jakarta,42951
2026-08-10,Daging Sapi Has (Paha Belakang),Rata-rata DKI Jakarta,153917
2026-08-10,Daging Sapi Murni (Semur),Rata-rata DKI Jakarta,147976
2026-08-10,Ayam Broiler/Ras,Rata-rata DKI Jakarta,43001
2026-08-10,Telur Ayam Ras,Rata-rata DKI Jakarta,26500
2026-08-10,Gula Pasir,Rata-rata DKI Jakarta,18674
2026-08-10,Tepung Terigu,Rata-rata DKI Jakarta,11447
2026-08-10,Garam Dapur,Rata-rata DKI Jakarta,4732
2026-08-10,Kentang (sedang),Rata-rata DKI Jakarta,19441
2026-08-10,Tomat Buah,Rata-rata DKI Jakarta,17621
